% 1. Title: Phishing URL Classification Dataset
% 
% 2. Sources:
%      (a) Creator: Xin Zhou
%      (b) Date: 2019/04/25 21:33:50
% 
@RELATION Phishing_URL_Detection

@ATTRIBUTE url_length  NUMERIC
@ATTRIBUTE domain_length  NUMERIC
@ATTRIBUTE dash_symbal  NUMERIC
@ATTRIBUTE cons_digits  NUMERIC
@ATTRIBUTE count_digits  NUMERIC
@ATTRIBUTE protocal  NUMERIC
@ATTRIBUTE numberOfDash_onDomain  NUMERIC
@ATTRIBUTE numberOfSlashes  NUMERIC
@ATTRIBUTE special_words  NUMERIC
@ATTRIBUTE TLD  NUMERIC
@ATTRIBUTE redirect  NUMERIC
@ATTRIBUTE page_global_rank  NUMERIC
@ATTRIBUTE page_local_rank  NUMERIC
@ATTRIBUTE country_code  NUMERIC
@ATTRIBUTE google_redirect  NUMERIC
@ATTRIBUTE current_minus_creation  NUMERIC
@ATTRIBUTE current_minus_updated  NUMERIC
@ATTRIBUTE expiration_minus_creation  NUMERIC
@ATTRIBUTE C_F_1  NUMERIC
@ATTRIBUTE C_F_2  NUMERIC
@ATTRIBUTE C_F_3  NUMERIC
@ATTRIBUTE C_F_4  NUMERIC
@ATTRIBUTE C_F_5  NUMERIC
@ATTRIBUTE C_F_6  NUMERIC
@ATTRIBUTE C_F_7  NUMERIC
@ATTRIBUTE C_F_8  NUMERIC
@ATTRIBUTE C_F_9  NUMERIC
@ATTRIBUTE C_F_10  NUMERIC
@ATTRIBUTE C_F_11  NUMERIC
@ATTRIBUTE C_F_12  NUMERIC
@ATTRIBUTE C_F_13  NUMERIC
@ATTRIBUTE C_F_14  NUMERIC
@ATTRIBUTE C_F_15  NUMERIC
@ATTRIBUTE C_F_16  NUMERIC
@ATTRIBUTE C_F_17  NUMERIC
@ATTRIBUTE C_F_18  NUMERIC
@ATTRIBUTE C_F_19  NUMERIC
@ATTRIBUTE C_F_20  NUMERIC
@ATTRIBUTE C_F_21  NUMERIC
@ATTRIBUTE C_F_22  NUMERIC
@ATTRIBUTE C_F_23  NUMERIC
@ATTRIBUTE C_F_24  NUMERIC
@ATTRIBUTE C_F_25  NUMERIC
@ATTRIBUTE C_F_26  NUMERIC
@ATTRIBUTE C_F_27  NUMERIC
@ATTRIBUTE C_F_28  NUMERIC
@ATTRIBUTE C_F_29  NUMERIC
@ATTRIBUTE C_F_30  NUMERIC
@ATTRIBUTE C_F_31  NUMERIC
@ATTRIBUTE C_F_32  NUMERIC
@ATTRIBUTE C_F_33  NUMERIC
@ATTRIBUTE C_F_34  NUMERIC
@ATTRIBUTE C_F_35  NUMERIC
@ATTRIBUTE C_F_36  NUMERIC
@ATTRIBUTE C_F_37  NUMERIC
@ATTRIBUTE C_F_38  NUMERIC
@ATTRIBUTE C_F_39  NUMERIC
@ATTRIBUTE C_F_40  NUMERIC
@ATTRIBUTE C_F_41  NUMERIC
@ATTRIBUTE C_F_42  NUMERIC
@ATTRIBUTE C_F_43  NUMERIC
@ATTRIBUTE C_F_44  NUMERIC
@ATTRIBUTE C_F_45  NUMERIC
@ATTRIBUTE C_F_46  NUMERIC
@ATTRIBUTE C_F_47  NUMERIC
@ATTRIBUTE C_F_48  NUMERIC
@ATTRIBUTE C_F_49  NUMERIC
@ATTRIBUTE C_F_50  NUMERIC
@ATTRIBUTE C_F_51  NUMERIC
@ATTRIBUTE C_F_52  NUMERIC
@ATTRIBUTE C_F_53  NUMERIC
@ATTRIBUTE C_F_54  NUMERIC
@ATTRIBUTE C_F_55  NUMERIC
@ATTRIBUTE C_F_56  NUMERIC
@ATTRIBUTE C_F_57  NUMERIC
@ATTRIBUTE C_F_58  NUMERIC
@ATTRIBUTE C_F_59  NUMERIC
@ATTRIBUTE C_F_60  NUMERIC
@ATTRIBUTE C_F_61  NUMERIC
@ATTRIBUTE C_F_62  NUMERIC
@ATTRIBUTE C_F_63  NUMERIC
@ATTRIBUTE C_F_64  NUMERIC
@ATTRIBUTE C_F_65  NUMERIC
@ATTRIBUTE C_F_66  NUMERIC
@ATTRIBUTE C_F_67  NUMERIC
@ATTRIBUTE C_F_68  NUMERIC
@ATTRIBUTE C_F_69  NUMERIC
@ATTRIBUTE C_F_70  NUMERIC
@ATTRIBUTE C_F_71  NUMERIC
@ATTRIBUTE C_F_72  NUMERIC
@ATTRIBUTE C_F_73  NUMERIC
@ATTRIBUTE C_F_74  NUMERIC
@ATTRIBUTE C_F_75  NUMERIC
@ATTRIBUTE C_F_76  NUMERIC
@ATTRIBUTE C_F_77  NUMERIC
@ATTRIBUTE C_F_78  NUMERIC
@ATTRIBUTE C_F_79  NUMERIC
@ATTRIBUTE C_F_80  NUMERIC
@ATTRIBUTE C_F_81  NUMERIC
@ATTRIBUTE C_F_82  NUMERIC
@ATTRIBUTE C_F_83  NUMERIC
@ATTRIBUTE C_F_84  NUMERIC
@ATTRIBUTE C_F_85  NUMERIC
@ATTRIBUTE C_F_86  NUMERIC
@ATTRIBUTE C_F_87  NUMERIC
@ATTRIBUTE C_F_88  NUMERIC
@ATTRIBUTE C_F_89  NUMERIC
@ATTRIBUTE C_F_90  NUMERIC
@ATTRIBUTE C_F_91  NUMERIC
@ATTRIBUTE C_F_92  NUMERIC
@ATTRIBUTE C_F_93  NUMERIC
@ATTRIBUTE C_F_94  NUMERIC
@ATTRIBUTE C_F_95  NUMERIC
@ATTRIBUTE C_F_96  NUMERIC
@ATTRIBUTE C_F_97  NUMERIC
@ATTRIBUTE C_F_98  NUMERIC
@ATTRIBUTE C_F_99  NUMERIC
@ATTRIBUTE C_F_100  NUMERIC
@ATTRIBUTE C_F_101  NUMERIC
@ATTRIBUTE C_F_102  NUMERIC
@ATTRIBUTE C_F_103  NUMERIC
@ATTRIBUTE C_F_104  NUMERIC
@ATTRIBUTE C_F_105  NUMERIC
@ATTRIBUTE C_F_106  NUMERIC
@ATTRIBUTE C_F_107  NUMERIC
@ATTRIBUTE C_F_108  NUMERIC
@ATTRIBUTE C_F_109  NUMERIC
@ATTRIBUTE C_F_110  NUMERIC
@ATTRIBUTE C_F_111  NUMERIC
@ATTRIBUTE C_F_112  NUMERIC
@ATTRIBUTE C_F_113  NUMERIC
@ATTRIBUTE C_F_114  NUMERIC
@ATTRIBUTE C_F_115  NUMERIC
@ATTRIBUTE C_F_116  NUMERIC
@ATTRIBUTE C_F_117  NUMERIC
@ATTRIBUTE C_F_118  NUMERIC
@ATTRIBUTE C_F_119  NUMERIC
@ATTRIBUTE C_F_120  NUMERIC
@ATTRIBUTE C_F_121  NUMERIC
@ATTRIBUTE C_F_122  NUMERIC
@ATTRIBUTE C_F_123  NUMERIC
@ATTRIBUTE C_F_124  NUMERIC
@ATTRIBUTE C_F_125  NUMERIC
@ATTRIBUTE C_F_126  NUMERIC
@ATTRIBUTE C_F_127  NUMERIC
@ATTRIBUTE C_F_128  NUMERIC
@ATTRIBUTE C_F_129  NUMERIC
@ATTRIBUTE C_F_130  NUMERIC
@ATTRIBUTE C_F_131  NUMERIC
@ATTRIBUTE C_F_132  NUMERIC
@ATTRIBUTE C_F_133  NUMERIC
@ATTRIBUTE C_F_134  NUMERIC
@ATTRIBUTE C_F_135  NUMERIC
@ATTRIBUTE C_F_136  NUMERIC
@ATTRIBUTE C_F_137  NUMERIC
@ATTRIBUTE C_F_138  NUMERIC
@ATTRIBUTE C_F_139  NUMERIC
@ATTRIBUTE C_F_140  NUMERIC
@ATTRIBUTE C_F_141  NUMERIC
@ATTRIBUTE C_F_142  NUMERIC
@ATTRIBUTE C_F_143  NUMERIC
@ATTRIBUTE C_F_144  NUMERIC
@ATTRIBUTE C_F_145  NUMERIC
@ATTRIBUTE C_F_146  NUMERIC
@ATTRIBUTE C_F_147  NUMERIC
@ATTRIBUTE C_F_148  NUMERIC
@ATTRIBUTE C_F_149  NUMERIC
@ATTRIBUTE C_F_150  NUMERIC
@ATTRIBUTE C_F_151  NUMERIC
@ATTRIBUTE C_F_152  NUMERIC
@ATTRIBUTE C_F_153  NUMERIC
@ATTRIBUTE C_F_154  NUMERIC
@ATTRIBUTE C_F_155  NUMERIC
@ATTRIBUTE C_F_156  NUMERIC
@ATTRIBUTE C_F_157  NUMERIC
@ATTRIBUTE C_F_158  NUMERIC
@ATTRIBUTE C_F_159  NUMERIC
@ATTRIBUTE C_F_160  NUMERIC
@ATTRIBUTE C_F_161  NUMERIC
@ATTRIBUTE C_F_162  NUMERIC
@ATTRIBUTE C_F_163  NUMERIC
@ATTRIBUTE C_F_164  NUMERIC
@ATTRIBUTE C_F_165  NUMERIC
@ATTRIBUTE number_of_emails  NUMERIC
@ATTRIBUTE number_of_hosts  NUMERIC
@ATTRIBUTE time_1  NUMERIC
@ATTRIBUTE time_2  NUMERIC
@ATTRIBUTE time_3  NUMERIC
@ATTRIBUTE time_4  NUMERIC
@ATTRIBUTE time_total  NUMERIC
@ATTRIBUTE class  {1,0}


@DATA
 "47",  "9",  "0",  "0",  "0",  "1",  "0",  "5",  "0",  "0",  "0",  "7",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "5",  "0",  "0",  "64",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "3",  "0",  "0",  "44",  "0",  "13",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "10",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "15",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "18",  "0",  "0",  "0",  "0",  "0",  "1",  "2",  "7",  "4",  "0",  "4",  "2",  "15",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "8",  "0",  "2",  "3",  "0",  "0",  "0",  "0",  "30",  "0",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "1",  "0",  "236",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "7",  "1",  "27",  "213",  "3633",  "3874", 1
 "53",  "6",  "0",  "3",  "5",  "0",  "0",  "4",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "9",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "20",  "0",  "0",  "0",  "0",  "37",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "32",  "0",  "0",  "0",  "0",  "7",  "0",  "0",  "0",  "0",  "6",  "0",  "0",  "0",  "0",  "24",  "0",  "0",  "0",  "0",  "24",  "0",  "1",  "10",  "20",  "0",  "5",  "6",  "28",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "7",  "3",  "10",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "5",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "79",  "27",  "126",  "3415",  "3647", 1
 "72",  "13",  "0",  "0",  "1",  "1",  "0",  "6",  "1",  "1",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "22",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "7",  "0",  "0",  "0",  "0",  "30",  "0",  "0",  "0",  "0",  "6",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "22",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "18",  "0",  "0",  "0",  "0",  "40",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "35",  "0",  "0",  "0",  "0",  "28",  "2",  "4",  "85",  "7",  "0",  "18",  "14",  "7",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "5",  "58",  "127",  "11",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "2",  "1",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "27",  "115",  "4306",  "4448", 1
 "93",  "13",  "4",  "0",  "1",  "1",  "0",  "8",  "0",  "1",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "18",  "1",  "0",  "0",  "0",  "106",  "41",  "0",  "0",  "0",  "14",  "0",  "0",  "0",  "0",  "0",  "0",  "8",  "0",  "0",  "0",  "0",  "29",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "7",  "0",  "0",  "0",  "0",  "32",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "31",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "34",  "0",  "0",  "0",  "0",  "36",  "0",  "2",  "19",  "8",  "0",  "3",  "5",  "19",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "8",  "0",  "3",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "180",  "0",  "0",  "2",  "2",  "1",  "1",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "5",  "0",  "40",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "27",  "201",  "4306",  "4534", 1
 "53",  "6",  "0",  "3",  "5",  "0",  "0",  "4",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "9",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "20",  "0",  "0",  "0",  "0",  "37",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "32",  "0",  "0",  "0",  "0",  "7",  "0",  "0",  "0",  "0",  "6",  "0",  "0",  "0",  "0",  "24",  "0",  "0",  "0",  "0",  "24",  "0",  "1",  "10",  "20",  "0",  "5",  "6",  "28",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "7",  "3",  "10",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "1",  "27",  "52",  "3415",  "3495", 1
 "91",  "7",  "1",  "0",  "0",  "0",  "0",  "11",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "9",  "14",  "0",  "0",  "0",  "30",  "23",  "0",  "0",  "0",  "7",  "7",  "0",  "0",  "4",  "0",  "2",  "0",  "0",  "76",  "0",  "14",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "2",  "0",  "15",  "0",  "0",  "72",  "0",  "23",  "0",  "0",  "2",  "0",  "6",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "97",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "6",  "0",  "0",  "0",  "0",  "35",  "0",  "0",  "0",  "0",  "24",  "2",  "8",  "25",  "6",  "0",  "1",  "7",  "10",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "9",  "8",  "33",  "26",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "16",  "0",  "3",  "1",  "4",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "210",  "0",  "0",  "74",  "2",  "0",  "141",  "1",  "0",  "95",  "2",  "0",  "188",  "1",  "0",  "82",  "3",  "0",  "46",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "6",  "0",  "258",  "138",  "5150",  "5546", 1
 "91",  "7",  "1",  "0",  "0",  "0",  "0",  "11",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "9",  "14",  "0",  "0",  "0",  "30",  "23",  "0",  "0",  "0",  "7",  "7",  "0",  "0",  "4",  "0",  "2",  "0",  "0",  "76",  "0",  "14",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "2",  "0",  "15",  "0",  "0",  "72",  "0",  "23",  "0",  "0",  "2",  "0",  "6",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "97",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "6",  "0",  "0",  "0",  "0",  "35",  "0",  "0",  "0",  "0",  "24",  "2",  "8",  "25",  "6",  "0",  "1",  "7",  "10",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "9",  "8",  "33",  "26",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "16",  "0",  "3",  "1",  "4",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "210",  "0",  "0",  "74",  "2",  "0",  "141",  "1",  "0",  "95",  "2",  "0",  "188",  "1",  "0",  "82",  "3",  "0",  "46",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "6",  "0",  "258",  "50",  "5150",  "5458", 1
 "226",  "15",  "2",  "0",  "0",  "0",  "0",  "6",  "1",  "1",  "0",  "2",  "0",  "0",  "0",  "41",  "41",  "365",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "18",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "76",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "19",  "0",  "0",  "0",  "0",  "13",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "37",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "5",  "1",  "0",  "19",  "1",  "66",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "1",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "103",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "223",  "614",  "3424",  "4262", 1
 "226",  "15",  "2",  "0",  "0",  "0",  "0",  "6",  "1",  "1",  "0",  "2",  "0",  "0",  "0",  "41",  "41",  "365",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "18",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "76",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "19",  "0",  "0",  "0",  "0",  "13",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "37",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "5",  "1",  "0",  "19",  "1",  "66",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "4",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "1",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "103",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "223",  "312",  "3424",  "3959", 1
 "279",  "19",  "1",  "0",  "0",  "0",  "0",  "7",  "1",  "1",  "0",  "2",  "0",  "0",  "0",  "128",  "128",  "365",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "82",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "3",  "0",  "3",  "0",  "0",  "65",  "0",  "18",  "0",  "0",  "16",  "0",  "2",  "0",  "0",  "0",  "0",  "6",  "0",  "0",  "0",  "0",  "16",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "8",  "0",  "0",  "0",  "0",  "27",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "73",  "0",  "0",  "0",  "0",  "72",  "3",  "0",  "3",  "6",  "0",  "8",  "5",  "22",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "6",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "10",  "0",  "0",  "0",  "0",  "2",  "1",  "1",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "109",  "1",  "0",  "90",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "134",  "232",  "884",  "3201",  "4451", 1
 "94",  "8",  "1",  "0",  "0",  "0",  "0",  "8",  "1",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "5",  "0",  "1",  "0",  "0",  "49",  "0",  "9",  "0",  "0",  "18",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "64",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "35",  "0",  "0",  "0",  "0",  "12",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "24",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "6",  "0",  "0",  "3",  "3",  "13",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "5",  "4",  "5",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "1",  "2",  "0",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "94",  "1",  "0",  "116",  "3",  "0",  "103",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "54",  "28",  "5554",  "5636", 1
 "155",  "16",  "2",  "0",  "0",  "1",  "0",  "5",  "0",  "1",  "0",  "2",  "0",  "0",  "0",  "357",  "172",  "365",  "0",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "18",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "0",  "5",  "0",  "0",  "38",  "0",  "19",  "0",  "0",  "0",  "0",  "5",  "0",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "16",  "0",  "0",  "0",  "0",  "2",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "38",  "0",  "0",  "0",  "0",  "29",  "0",  "0",  "0",  "0",  "3",  "0",  "0",  "0",  "0",  "24",  "0",  "0",  "0",  "0",  "11",  "0",  "0",  "8",  "6",  "0",  "3",  "3",  "23",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "3",  "0",  "1",  "2",  "0",  "0",  "0",  "0",  "50",  "0",  "0",  "0",  "0",  "1",  "0",  "0",  "0",  "1",  "0",  "1",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "2",  "0",  "236",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "0",  "1",  "1",  "109",  "277",  "180",  "4230",  "4796", 1
